BARDID,VesselID,RegistrationNumber,VesselEvent1,VesselEvent2,VesselEvent3,OtherVesselEvent,VesselCause1,VesselCause2,VesselCause3,OtherVesselCause,VesselEquipmentFailure,OtherEquipmentFailure,VesselMachineryFailure,OtherMachineryFailure,OperatorGender,OperatorAge,OperatorExperience,OperatorOtherEducation,OperatorEducation,OperatorPFDWorn,OperatorUsingAlcohol,OperatorUsingDrugs,WeatherReportsConsulted,InternetTrainingOrganization,EngineCutOffSwitchUsed,OWIArrest,BAC,DocumentNumber,HistoricalCodingVesselType,VesselType,OtherVesselType,Length,EngineType,OtherEngineType,HullMaterial,OtherHullMaterial,FuelType,Propulsion,Operation,OtherOperation,Activity,OtherActivity,RentedBoat,Manufacturer,Model,HIN,EngineManufacturer,VesselName,NumberofEngines,Horsepower,BeamWidth,DepthinFeet,DepthinInches,ModelYear,NumberBoatingCitations,VesselaCompleteLoss,NumberPeopleOnboard,NumberPeopleTowed,NumberPeopleWearingLifeJackets,NumberLifeJacketsOnboard,NumberFireExtOnboard,NumberFireExtUsed,DamagetoVessel,VesselDamageDescription,DamagetoNonVesselProperty,NonVesselPropertyDamageDescription,AmountFireExtUsed,FireExtType,NumberDeaths,NumberInjured
AL-2023-0016,1,AL-1112-FT,Collision with fixed object,Person ejected from vessel,,,Navigation rules violation,Operator inexperience,,,,,,,-1,18,Under 10 hours,,State,Y,N,,,,,,,,,Personal watercraft,,10,Inboard,,Fiberglass,,Gas,Water jet,Changing speed,,Boating/relaxation,,,SEA DOO,Spark,YDV61484K415,,NA,1,60,,,,2015,,,1,,,,,,5500.0,,500.0,,,,0.0,1.0
AL-2023-0017,1,AL-0268-RL,Flooding/swamping,Sinking,Person ejected from vessel,,Equipment failure,,,,Unknown,,,,-1,42,10 to 100 hours,,State, ,,,,,,,,,,Cabin motorboat,,27,Sterndrive,,Fiberglass,,Gas,Propeller,Cruising,,Boating/relaxation,,,Fountian,27 Fever,FGQ75222K495,,,1,350,,,,1995,,,3,0,,,,0,10000.0,,,,,,0.0,0.0
AL-2023-0018,1,AL-6662-KR,Vessel struck by another vessel,Fall in vessel,,,Inadequate onboard navigation lights,,,,,,,,-1,39,10 to 100 hours,,State, ,,,,,,,,,,Pontoon,,24,Outboard,,Aluminum,,Gas,Propeller,Cruising,,Boating/relaxation,,,G3,G3,GEN00675F001,,,1,100,,,,2001,,,3,,,,,,18000.0,,,,,,0.0,1.0
AL-2023-0018,2,AL-5071-LC,Collision with recreational vessel,,,,None; not at fault,,,,,,,,-1,41,101 to 500 hours,,State, ,,,,,,,,,,Open motorboat,,22,Outboard,,Fiberglass,,Gas,Propeller,Cruising,,Fishing,Fishing tournament,,Skeeter,ZX225,STE69249J304,,,1,225,,,,2004,,,2,,,,,,18000.0,,,,,,0.0,0.0
AL-2023-0019,1,AL 2361 MC,Collision with recreational vessel,,,,Alcohol,Improper lookout,Restricted vision,,,,,,-1,33,10 to 100 hours,,State, ,Y,N,,,,0,,,,Pontoon,,22,Outboard,,Aluminum,,Gas,Propeller,Cruising,,Boating/relaxation,,,Cypress Cay,Cypress Cay,HAMC 3235I011,,,1,150,,,,2011,,,2,0,,,,0,10000.0,,,,,,0.0,0.0
AL-2023-0019,2,AL 5155 LV,Vessel struck by another vessel,,,,None; not at fault,,,,,,,,,,Unknown,,Unknown,,,,,,,,,,,Open motorboat,,19,Sterndrive,,Fiberglass,,Gas,Propeller,Drifting,,Boating/relaxation,,,Mastercraft,Mastercraft,HBCSAC89K586,,,1,250,,,,1986,,,,0,,,,0,10000.0,,,,,,0.0,0.0
AL-2023-0020,1,AL-7430-WJ,Collision with recreational vessel,Collision with fixed object,,,Excessive speed,Hazardous waters,Operator inexperience,,,,,,-1,54,10 to 100 hours,,No education, ,,,,,,,,,,Pontoon,,22,Outboard,,Aluminum,,Gas,Propeller,Changing speed,,Boating/relaxation,,-1,Bentley,22 Legacy,BAG10063K223,,N/A,1,115,,,,2023,,,10,,,,,,3000.0,,,,,,0.0,0.0
AL-2023-0020,2,AL-2041-SH,Vessel struck by another vessel,,,,None; not at fault,,,,,,,,,,No operator,,No operator,,,,,,,,,,,Pontoon,,40,Outboard,,Aluminum,,Gas,Propeller,Tied to dock/mooring,,None; not in use,,,Maurell,N/A,MAU00372J394,,N/A,2,140,,,,1994,,,,,,,,,100.0,,,,,,0.0,0.0
AL-2023-0021,1,AL 3211 LV,Collision with commercial vessel,Fall in vessel,,,Restricted vision,Improper lookout,,,,,,,-1,61,101 to 500 hours,,State, ,N,,,,,,,,,Open motorboat,,25,Outboard,,Fiberglass,,Gas,Propeller,Cruising,,Boating/relaxation,,,World Cat,246 SF,EPY46164D898,,,2,300,,,,1998,,,5,,,,,,10000.0,,,,,,0.0,5.0
AL-2023-0021,2,CTTE 2088,Vessel struck by another vessel,,,,None; not at fault,,,,,,,,,,No operator,,No operator,,,,,,,,,,,Other,Barge,150,Unknown,,Steel,,Unknown,Unknown,Tied to dock/mooring,,None; not in use,,,UNK,UNK,NA,,NA,,,,,,,,,,,,,,,,,,,,,0.0,0.0
AL-2023-0022,1,AL5004VB,Collision with fixed object,Person ejected from vessel,Fall in vessel,,Operator inattention,,,,,,,,-1,72,101 to 500 hours,,Unknown, ,,,,,,,,,,Pontoon,,24,Outboard,,Aluminum,,Gas,Propeller,Cruising,,Boating/relaxation,,,Berkshire,243 CTS CARIBOU,FRU39404I718,,N/A,1,150,,,,2018,,,3,,,,,,39248.0,,10000.0,,,,0.0,2.0
AL-2023-0023,1,AL-3941-MZ,Grounding,Person ejected from vessel,,,Operator inattention,Improper lookout,,,,,,,-1,62,101 to 500 hours,,State, ,N,,,,,,,,,Open motorboat,,17,Outboard,,Fiberglass,,Gas,Propeller,Cruising,,Fishing,,,Boston Whaler,BWC,BWCXA844A797,,,1,90,,,,1997,,,3,,,,,,6000.0,,,,,,0.0,3.0
AL-2023-0024,1,AL-1570-DM,Grounding,Person ejected from vessel,,,Hull failure,Improper lookout,,,,,,,-1,83,101 to 500 hours,,State, ,N,,,,,,,,,Airboat,,14,Other,Airboat engine,Aluminum,,Gas,Air thrust,Cruising,,Boating/relaxation,,,Homemade,Air Boat,N/A,,,1,500,,,,1994,,,3,,,,,,2000.0,,,,,,0.0,1.0
AL-2023-0025,1,AL-5992-VK,Collision with governmental vessel,,,,Force of wake/wave,,,,,,,,-1,59,101 to 500 hours,,State, ,,,,,,,,,,Pontoon,,21,Outboard,,Aluminum,,Gas,Propeller,Drifting,,Boating/relaxation,,,SYLVAN,PONTOON,SYL77980C121,,,1,200,,,,2021,,,10,0,,,,0,2000.0,,,,,,0.0,0.0
AL-2023-0025,2,AL-7574-VA,Vessel struck by another vessel,,,,Force of wake/wave,,,,,,,,-1,29,101 to 500 hours,,State, ,,,,,,,,,,Open motorboat,,22,Outboard,,Aluminum,,Gas,Propeller,Drifting,,Governmental,,,XPRESS,H22B,JBC94800H819,,,1,150,,,,2019,,,2,0,,,,0,,,,,,,0.0,0.0
AL-2023-0026,1,AL-0014-VS,Collision with recreational vessel,,,,Operator inexperience,,,,,,,,-1,44,Under 10 hours,,No education, ,,,,,,,,,,Pontoon,,24,Outboard,,Aluminum,,Gas,Propeller,Docking/undocking,,Boating/relaxation,,-1,BENNINGTON,24SSLDX,ETW96937K314,,,1,115,,,,2014,,,2,,,,,,,,,,,,0.0,0.0
AL-2023-0026,2,AL-4058-MB,Vessel struck by another vessel,,,,None; not at fault,,,,,,,,,,No operator,,No operator,,,,,,,,,,,Pontoon,,25,Outboard,,Aluminum,,Gas,Propeller,Tied to dock/mooring,,None; not in use,,,SANPAN,SP2500,GDY20995A010,,,1,150,,,,2010,,,,,,,,,3000.0,,,,,,0.0,0.0
AL-2023-0027,1,TN 8349 EK,Fall in vessel,Collision with fixed object,,,Alcohol,Navigation rules violation,Sudden medical condition,,,,,,-1,45,101 to 500 hours,,Unknown, ,Y,,,,,,,,,Open motorboat,,23,Outboard,,Fiberglass,,Gas,Propeller,Cruising,,Boating/relaxation,,,NAUTIC STAR,231 Angler,JNT25124E616,,,1,150,,,,2016,,,1,,,,,,15000.0,,34500.0,,,,0.0,1.0
AL-2023-0028,1,UNK,Fire/explosion (non-fuel),,,,Unknown,,,,,,,,-1,57,101 to 500 hours,,No education, ,,,,,,,,,,Auxiliary sail,,28,Inboard,,Fiberglass,,Diesel,Propeller,Cruising,,Boating/relaxation,,,Catalina Yachts,28,CTYE02277E292,,,1,20,,,,1992,,,3,,,,,,10000.0,,,,,,0.0,1.0
AL-2023-0029,1,AL-3424-MS,Collision with fixed object,,,,Alcohol,Navigation rules violation,,,,,,,-1,24,10 to 100 hours,,State, ,Y,,,,,,,,,Open motorboat,,19,Outboard,,Fiberglass,,Gas,Propeller,Cruising,,Boating/relaxation,,,WELLCRAFT,WC,WFLF0073H596,,,1,112,,,,1996,,,3,,,,,,3500.0,,,,,,0.0,0.0
AL-2023-0030,1,MC-1983-RA,Collision with recreational vessel,,,,Restricted vision,Navigation rules violation,,,,,,,-1,44,101 to 500 hours,,Unknown, ,,,,,,,,,,Auxiliary sail,,38,Inboard,,Fiberglass,,Diesel,Propeller,Cruising,,Boating/relaxation,,,HUNTER,380,HUN38578E900,,N/A,1,36,,,,2000,,,1,,,,,,5000.0,,,,,,0.0,0.0
AL-2023-0030,2,IL-6263-HS,Collision with recreational vessel,,,,Restricted vision,,,,,,,,-1,61,101 to 500 hours,,Unknown,Y,N,,,,,,,,,Auxiliary sail,,42,Inboard,,Fiberglass,,Diesel,Propeller,Cruising,,Boating/relaxation,,,BENETEAU,FIRST 42,BEY02210A585,,N/A,1,50,,,,1985,,,2,,,,,,2000.0,,,,,,0.0,1.0
AL-2023-0031,1,N/A,Capsizing,Person ejected from vessel,,,Overloading,,,,,,,,-1,34,10 to 100 hours,,No education,N,N,N,,,,,,,,Kayak,,10,No engine,,Plastic,,No fuel,Manual,Drifting,,Fishing,,,Labatt Blue,Perception,N/A,,N/A,0,0,,,,2016,,,1,0,,,,0,,,,,,,1.0,0.0
AL-2023-0032,1,AL-4429-VK,Collision with fixed object,Person ejected from vessel,Capsizing,,Operator inattention,,,,,,,,-1,19,10 to 100 hours,,Unknown, ,N,,,,,,,,,Open motorboat,,16,Outboard,,Aluminum,,Gas,Propeller,Cruising,,Boating/relaxation,,,HAVOC,TITAN MARINE,TTN04797E021,,,1,60,,,,2021,,,1,0,,,,0,10000.0,,,,,,0.0,1.0
AL-2023-0033,1,FL-5518-FV,Collision with recreational vessel,,,,Starting in gear,Other,Operator inattention,Passenger/skier behavior,,,,,-1,58,101 to 500 hours,,State, ,,,,,,,,,,Cabin motorboat,,37,Inboard,,Fiberglass,,Gas,Propeller,Changing speed,,Making repairs,,,Silverton Marine Corp,N/A,STN37298J687,,Makin'' Memories,2,700,,,,1987,,,3,0,,,,0,500.0,,,,,,0.0,0.0
AL-2023-0033,2,AL-3304-GA,Vessel struck by another vessel,Collision with fixed object,,,None; not at fault,,,,,,,,,,No operator,,No operator,,,,,,,,,,,Cabin motorboat,,56,Inboard,,Fiberglass,,Diesel,Propeller,Tied to dock/mooring,,Boating/relaxation,,,Sea Ray,Five Sixty,SERY0845B101,,The Dream Chaser,2,1600,,,,2001,,,2,0,,,,0,4000.0,,,,,,0.0,0.0
AL-2023-0033,3,AL-6865-NE,Collision with fixed object,Collision with recreational vessel,,,None; not at fault,,,,,,,,,,No operator,,No operator,,,,,,,,,,,Open motorboat,,12,Outboard,,Fiberglass,,Gas,Propeller,Tied to dock/mooring,,None; not in use,,,Rigid,12 Sport,WZX12002A020,,N/A,1,30,,,,2020,,,0,0,,,,0,300.0,,,,,,0.0,0.0
AL-2023-0034,1,AL6874PF,Collision with floating object,Flooding/swamping,Sinking,,Weather,Hazardous waters,Machinery failure,,,,Engine,,-1,29,10 to 100 hours,,State, ,,,,,,,,,,Open motorboat,,16,Outboard,,Fiberglass,,Gas,Propeller,Cruising,,Fishing,,,Artcraft,Artcraft,AES00277684M,,N/A,1,115,,,,1984,,,1,0,,,,0,2000.0,,,,,,0.0,0.0
AL-2023-0035,1,AL 7361 WJ,Collision with recreational vessel,,,,Operator inexperience,Navigation rules violation,,,,,,,-1,62,Under 10 hours,,No education, ,,,,,,,,,,Pontoon,,23,Outboard,,Aluminum,,Gas,Propeller,Changing speed,,Boating/relaxation,,-1,SILVERWAVE,230CL,PWV12361K415,,N/A,1,175,,,,2015,,,9,0,,,,0,,,,,,,0.0,0.0
AL-2023-0035,2,AL 0568 VC,Vessel struck by another vessel,,,,None; not at fault,,,,,,,,,,No operator,,No operator,,,,,,,,,,,Open motorboat,,25,Outboard,,Fiberglass,,Gas,Propeller,Other,Beached,Boating/relaxation,,,SEA HUNT,25BX FS,SXSE0169C919,,N/A,1,300,,,,2019,,,7,0,,,,0,3000.0,,,,,,0.0,0.0
AL-2023-0036,1,AL-0017-VR,Grounding,,,,Improper lookout,Restricted vision,,,,,,,-1,62,101 to 500 hours,,State, ,,,,,,,,,,Open motorboat,,21,Outboard,,Fiberglass,,Gas,Propeller,Changing speed,,Fishing,Fishing tournament,,PHOENIX,721,CJJP4155K617,,n/a,1,250,,,,2017,,,1,0,,,,0,8000.0,,,,,,0.0,0.0
AL-2023-0037,1,AL-1415-NT,Capsizing,Person ejected from vessel,Sinking,,Improper loading,,,,,,,,-1,43,10 to 100 hours,,State,Y,N,,,,,,,,Kayak,Open motorboat,,10,Outboard,,Plastic,,Electric,Propeller,Drifting,,Fishing,,,JACKSON,YAKATTACK,JKQ42966E222,,N/A,1,1,,,,2022,,,1,0,,,,0,,,,,,,0.0,1.0
AL-2023-0039,1,N/A,Flooding/swamping,Capsizing,Person ejected from vessel,,Hull failure,,,,,,,,-1,21,101 to 500 hours,,State,N,N,N,,,,,,,,Kayak,,9,No engine,,Plastic,,No fuel,Manual,Rowing/paddling,,Hunting,,,Sundolphin,Ball 10 SS,JOK33252H617,,,0,0,,,,2017,,,1,0,,,,0,,,,,,,1.0,0.0
AL-2023-0040,1,AL-1048-VB,Collision with submerged object,Collision with fixed object,,,Improper lookout,,,,,,,,-1,60,10 to 100 hours,,State, ,,,,,,,,,,Open motorboat,,20,Outboard,,Aluminum,,Gas,Propeller,Cruising,,Boating/relaxation,,,Express,JB20CC,JBC95127I819,,,1,115,,,,2019,,,2,0,,,,0,17000.0,,,,,,0.0,0.0
AL-2023-0041,1,AL-0104-MZ,Collision with recreational vessel,Person struck by vessel,Person ejected from vessel,,Alcohol,Navigation rules violation,,,,,,,-1,27,101 to 500 hours,,State,N,Y,Y,,,,,0.26,,,Open motorboat,,20,Sterndrive,,Fiberglass,,Gas,Propeller,Changing direction,,Boating/relaxation,,,BAJA,OUTLAW,AGC30002F203,,N/A,1,200,,,,2003,,,3,0,,,,0,10000.0,,,,,,2.0,1.0
AL-2023-0041,2,AL-0356-RS,Collision with recreational vessel,,,,Excessive speed,Navigation rules violation,,,,,,,-1,35,101 to 500 hours,,State, ,Y,,,,,,0.06,,,Open motorboat,,30,Sterndrive,,Fiberglass,,Gas,Propeller,Changing direction,,Boating/relaxation,,,Profile,299 V/os,PJY30391L405,,N/A,1,425,,,,2005,,,4,0,,,,0,48000.0,,,,,,0.0,1.0
AL-2023-0042,1,AL-4868-NT,Collision with fixed object,Person ejected from vessel,Capsizing,,Restricted vision,,,,,,,,-1,19,10 to 100 hours,,Unknown, ,N,,,,,,,,,Open motorboat,,15,Outboard,,Aluminum,,Gas,Propeller,Cruising,,Boating/relaxation,,,XPRESS,HD15DDP,JB073322L011,,,1,50,,,,2011,,,2,0,,,,0,5000.0,,,,,,0.0,1.0
AL-2023-0043,1,FL 3108 PV,Capsizing,Person ejected from vessel,,,Improper loading,,,,,,,,-1,73,101 to 500 hours,,Unknown,Y,N,,,,,,,,,Sail only,,17,No engine,,Fiberglass,,No fuel,Sail,Sailing,,Boating/relaxation,,,SIREN,Siren 17,ZVMD1950M82B,,,0,0,,,,1982,,,2,0,,,,0,,,,,,,0.0,1.0
AL-2023-0044,1,AL-3708-NE,Collision with recreational vessel,Person ejected from vessel,,,Navigation rules violation,Operator inattention,Operator inexperience,,,,,,-1,14,Under 10 hours,,No education, ,,,,,,,,,,Personal watercraft,,11,Inboard,,Fiberglass,,Gas,Water jet,Changing direction,,Boating/relaxation,,,SEADOO,GTX,YDV28445K920,,,1,230,,,,2020,,,1,0,,,,0,2000.0,,,,,,0.0,0.0
AL-2023-0044,2,AL-4983-NR,Collision with recreational vessel,Fall in vessel,,,Operator inattention,,,,,,,,-1,15,Under 10 hours,,State,Y,N,,,,,,,,,Personal watercraft,,11,Inboard,,Fiberglass,,Gas,Water jet,Cruising,,Boating/relaxation,,,SEA DOO,FISH PRO,YDV63501B222,,,1,170,,,,2022,,,1,0,,,,0,2000.0,,,,,,0.0,1.0
AL-2023-0045,1,AL-0604-RR,Grounding,,,,Improper lookout,,,,,,,,-1,66,101 to 500 hours,,No education, ,,,,,,,,,,Open motorboat,,26,Outboard,,Fiberglass,,Gas,Propeller,Cruising,,Boating/relaxation,,,Cobalt,R6 OB,FGE06066E222,,N/A,1,350,,,,2022,,,5,0,,,,0,3000.0,,,,,,0.0,0.0
AL-2023-0046,1,AL 3289 VK,Collision with recreational vessel,,,,Navigation rules violation,,,,,,,,-1,22,10 to 100 hours,,State, ,,,,,,,,,,Open motorboat,,25,Outboard,,Fiberglass,,Gas,Propeller,Cruising,,Boating/relaxation,,,Seahunt,255 Ultra SE,SXSC0238K819,,,1,300,,,,2019,,,4,0,,,,0,1500.0,,,,,,0.0,0.0
AL-2023-0046,2,AL 5094 ML,Vessel struck by another vessel,,,,None; not at fault,,,,,,,,,,No operator,,No operator,,,,,,,,,,,Open motorboat,,23,Outboard,,Fiberglass,,Gas,Propeller,Tied to dock/mooring,On a Lift,None; not in use,,,Seahunt,Ultra 234,SXSY0311C313,,,1,250,,,,2013,,,0,0,,,,0,4700.0,,,,,,0.0,0.0
AL-2023-0047,1,AL 0410 NE,Grounding,Person ejected from vessel,,,Alcohol,Navigation rules violation,,,,,,,-1,22,101 to 500 hours,,State,Y,Y,,,,,,,,,Personal watercraft,,12,Inboard,,Fiberglass,,Gas,Water jet,Cruising,,Boating/relaxation,,,SEA DOO,GTX,ZZN21845A303,,,1,185,,,,2003,,,2,0,,,,0,500.0,,,,,,0.0,1.0
AL-2023-0048,1,TN-6568-AN,Flooding/swamping,Capsizing,Person ejected from vessel,,Machinery failure,,,,,,Engine,,-1,61,101 to 500 hours,,State, ,,,,,,,,,,Open motorboat,,18,Outboard,,Aluminum,,Gas,Propeller,Drifting,,Fishing,,,Tracker,Fisher165,BUJ79269L001,,N/A,1,75,,,,2001,,,1,0,,,,0,5000.0,,,,,,0.0,0.0
AL-2023-0048,2,USCG # 581853,Collision with recreational vessel,,,,Unknown,,,,,,,,-1,69,101 to 500 hours,,Unknown, ,,,,,,,,,,Other,Towboat,,Inboard,,Steel,,Diesel,Propeller,Cruising,,Commercial,,,,,,,Terah Huckabee,,,,,,,,,3,0,,,,0,,,,,,,0.0,0.0
AL-2023-0049,1,AL 1830 RF,Collision with recreational vessel,,,,Operator inexperience,Navigation rules violation,,,,,,,0,54,Under 10 hours,,State, ,,,,,,,,,,Pontoon,,26,Outboard,,Aluminum,,Gas,Propeller,Changing speed,,Boating/relaxation,,,Sanpan,Pontoon,GDY26313I415,,,1,350,,,,2015,,,2,0,,,,0,2000.0,,,,,,0.0,0.0
AL-2023-0049,2,AL 4163 MW,Vessel struck by another vessel,,,,None; not at fault,,,,,,,,,,No operator,,No operator,,,,,,,,,,,Pontoon,,24,Outboard,,Aluminum,,Gas,Propeller,Tied to dock/mooring,,None; not in use,,,Sweetwater,Pontoon,GDY33430L516,,,1,150,,,,2016,,,0,0,,,,0,2000.0,,,,,,0.0,0.0
AL-2023-0050,1,AL-3875-EK,Collision with recreational vessel,Person ejected from vessel,Person struck by propeller,,Navigation rules violation,,,,,,,,-1,27,10 to 100 hours,,State, ,,,,,,,,,,Open motorboat,,14,Outboard,,Aluminum,,Gas,Propeller,Changing direction,,Boating/relaxation,,,Lowe,Jonboat,N/A,,N/A,1,25,,,,1970,,,3,0,,,,0,500.0,,,,,,0.0,1.0
AL-2023-0050,2,AL-1120-MR,Collision with recreational vessel,,,,None; not at fault,,,,,,,,-1,17,10 to 100 hours,,No education, ,,,,,,,,,,Open motorboat,,14,Outboard,,Aluminum,,Gas,Propeller,Changing direction,,Boating/relaxation,,,Lowe,Jonboat,I-000285,,N/A,1,25,,,,1970,,,1,0,,,,0,500.0,,,,,,0.0,0.0
AL-2023-0051,1,AL 9369 XJ,Collision with fixed object,,,,Improper lookout,Operator inexperience,,,,,,,-1,20,Under 10 hours,,No education, ,,,,,,,,,,Personal watercraft,,11,Inboard,,Fiberglass,,Gas,Water jet,Cruising,,Boating/relaxation,,-1,Seadoo,GTX,YDV59777C121,,NA,1,170,,,,2021,,Y,1,0,,,,0,12000.0,,,,,,0.0,0.0
AL-2023-0052,1,AL-7747-KR,Flooding/swamping,Capsizing,Person ejected from vessel,,Operator inattention,,,,,,,,-1,78,101 to 500 hours,,State, ,,,,,,,,,,Open motorboat,,21,Outboard,,Fiberglass,,Gas,Propeller,Cruising,,Fishing,,,Sea Pro,unk,PI0SC923H899,,N/A,1,150,,,,1999,,,3,0,,,,0,10000.0,,,,,,0.0,0.0
AL-2023-0065,1,,Collision with fixed object,Capsizing,Person ejected from vessel,,Unknown,,,,,,,,0,66,Unknown,,No education,,N,N,,,,0,,,,Kayak,,10,No engine,,Plastic,,No fuel,Manual,Rowing/paddling,,Boating/relaxation,,,,,,,,0,0,,,,,,,1,0,,,,,,,,,,,1.0,0.0
AL-2023-0074,1,,Collision with submerged object,Person ejected from vessel,Grounding,,Other,,,Unseen water hazard,,,,,-1,79,Unknown,,No education,,N,N,,,,0,,,,Open motorboat,,15,Outboard,,Aluminum,,Gas,Propeller,Cruising,,Boating/relaxation,,,Alumacraft,,ACBB4505K011,,,1,20,,,,2011,,N,1,0,,,,,300.0,,,,,,1.0,0.0
AL-2023-0079,1,IA-3580-AT,Collision with fixed object,Person ejected from vessel,,,Operator inattention,,,,,,,,-1,63,Unknown,,No education,,Y,N,,,,,,,,Open motorboat,,16,Outboard,,Aluminum,,Gas,Propeller,Cruising,,Fishing,,,Lund,Pro V series,LUN51041K697,,,1,60,,,,1997,,,1,0,,,,,3270.0,,,,,,1.0,0.0
AL-2023-1000,1,,Person departed vessel,,,,Unknown,,,,,,,,,,Unknown,,Unknown,,,,,,,,,,,Unknown,,,Unknown,,Unknown,,Unknown,Unknown,Unknown,,Swimming/snorkeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
AL-2023-1001,1,,Collision with commercial vessel,Person ejected from vessel,,,Unknown,,,,,,,,-1,63,Unknown,,Unknown,,N,N,,,,,,,,Kayak,,,No engine,,Unknown,,No fuel,Manual,Unknown,,Boating/relaxation,,,,,,,,0,0,,,,,,,1,0,,,,,,,,,,,1.0,0.0
AL-2023-1001,2,,Collision with recreational vessel,,,,Unknown,,,,,,,,,,Unknown,,Unknown,,,,,,,,,,,Other,Barge,,Unknown,,Unknown,,Unknown,Unknown,Unknown,,Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
AL-2023-1002,1,,Person departed vessel,,,,Navigation rules violation,,,,,,,,-1,65,Unknown,,Unknown,N,N,N,,,,0,,,,Pontoon,,,Outboard,,Aluminum,,Gas,Propeller,Unknown,,Other,Rescue,,,,,,,,,,,,,,,,0,,,,,,,,,,,1.0,0.0
AR-2023-0001,1,AR 949 DDJ,Falls overboard,,,,Alcohol,,,,,,,,-1,44,10 to 100 hours,,No education,N,Y,N,N,,Y,0,0.252,,,Open motorboat,,16,Outboard,,Aluminum,,Gas,Propeller,Cruising,,Hunting,,0,WACO,,WAC26941H001,,,1,24,,,,2001,,N,1,0,,,,0,0.0,,,,,,1.0,0.0
AR-2023-0002,1,MC 4323 UF,Collision with fixed object,Person ejected from vessel,,,Operator inattention,,,,,,,,-1,34,Over 500 hours,,USCG Auxiliary,N,N,N,N,,,0,,,,Open motorboat,,16,Outboard,,Fiberglass,,Gas,Propeller,Cruising,,Fishing,,0,STEALTH CRAFT,POWER DRIFT,SCR66014G818,,,1,40,,,,2018,,N,3,0,,,,0,8600.0,OPEN MOTORBOAT - BOW,,,,,0.0,0.0
AR-2023-0003,1,AR 032 DCL,Capsizing,Person ejected from vessel,,,Operator inexperience,Operator inattention,,,,,,,-1,55,Unknown,,No education,N,N,N,N,,,0,,,,Open motorboat,,16,Outboard,,Aluminum,,Gas,Propeller,Drifting,,Fishing,,-1,WACO,,WAC29621C404,,,1,9,,,,2004,,Y,2,0,,,,0,8000.0,VESSEL SUBMERGED AND UNRECOVERED.,,,,,0.0,0.0
AR-2023-0004,1,N-A,Fall in vessel,,,,Operator inexperience,Weather,,,,,,,-1,20,Under 10 hours,,Unknown,N,N,N,,,,0,,,,Kayak,,10,No engine,,Plastic,,No fuel,Manual,Unknown,,Boating/relaxation,,-1,PELICAN,BOUNTY 100X ANGLER,ZEP46308J920,,,0,0,,,,2020,,N,1,0,,,,0,0.0,,,,,,1.0,0.0
AR-2023-0004,2,N-A,Falls overboard,,,,Operator inexperience,Weather,,,,,,,-1,46,Under 10 hours,,Unknown,N,N,N,,,,0,,,,Kayak,,10,No engine,,Plastic,,No fuel,Manual,Unknown,,Boating/relaxation,,-1,SUN DOLPHIN,ARUBA,KLI03532L021,,,0,0,,,,2021,,N,1,0,,,,0,0.0,,,,,,1.0,0.0
AR-2023-0005,1,MO 8749 BK,Collision with fixed object,Capsizing,Person ejected from vessel,,Operator inexperience,Hazardous waters,,,,,,,-1,71,Over 500 hours,,No education,N,N,N,N,,N,0,0.0,,,Open motorboat,,16,Outboard,,Aluminum,,Gas,Propeller,Drifting,,Fishing,,0,LANDAU,1670F,LBD03054M82F,,,1,40,,,,1982,,N,2,0,,,,0,500.0,OPEN MOTORBOAT - FLATBOTTOM WITH EXTENSION AFTER MARKET MODIFICATIONS.,,,,,1.0,0.0
AR-2023-0006,1,AR 468 DTH,Fire/explosion (non-fuel),,,,Machinery failure,,,,,,Electrical,,-1,71,Over 500 hours,,No education,Y,N,N,N,,,0,,,,Open motorboat,,16,Outboard,,Fiberglass,,Gas,Propeller,Trolling,,Fishing,,0,RANGER,320V,RNG830560381,,,1,150,,,,1981,,N,1,0,,,,0,7500.0,FIRE DAMAGE,,,,,0.0,0.0
AR-2023-0007,1,N-A,Capsizing,Person ejected from vessel,Sinking,,Weather,,,,,,,,-1,22,101 to 500 hours,,No education,N,N,N,N,,,0,,,,Sail only,,16,No engine,,Fiberglass,,No fuel,Sail,Sailing,,Boating/relaxation,,0,MACGREGOR,,UNK,,,0,0,,,,1970,,Y,1,0,,,,0,1000.0,SANK/UNRECOVERABLE,,,,,0.0,0.0
AR-2023-0008,1,MC 2483 UG,Collision with fixed object,Flooding/swamping,Sinking,,Hazardous waters,Operator inattention,,,,,,,-1,62,10 to 100 hours,,No education,Y,N,N,N,,N,0,,,,Open motorboat,,20,Outboard,,Fiberglass,,Gas,Propeller,Drifting,,Fishing,,0,TIDECRAFT,,NLYA151H001,,,1,20,,,,2001,,N,4,0,,,,0,6250.0,OPEN MOTORBOAT - SUBMERGED,,,,,0.0,0.0
AR-2023-0009,1,AR 599 DTT,Flooding/swamping,Capsizing,Person ejected from vessel,,Hazardous waters,Improper anchoring,,,,,,,-1,73,Over 500 hours,,No education,N,N,N,N,,,0,,,,Open motorboat,,20,Outboard,,Fiberglass,,Gas,Propeller,Drifting,,Fishing,,0,SUPREME,,SHWXP178F020,,,1,40,,,,2020,,N,5,0,,,,0,14000.0,OPEN MOTORBOAT - OVERTURNED/SUBMERGED,,,,,0.0,0.0
